ID_LONG,CONDITION_ID,TRIAL_NB,MAIN_SUPPORT,PRE_LIKES,POST_LIKES,AGE,FB_MODALITY,FB_OPTIMALITY,VALENCE,CONTEXT,PRE_FB_MODALITY,PRE_FB_OPTIMALITY,PRE_VALENCE,PRE_CONTEXT
12,3,11,65,49,41,29,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
12,3,12,31,25,45,29,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
12,4,13,18,21,51,29,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
12,4,14,17,61,72,29,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
12,4,15,13,31,65,29,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
12,4,16,70,56,29,29,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
12,5,17,28,69,72,29,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
12,5,18,14,70,22,29,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
12,5,19,10,36,28,29,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
12,5,20,29,41,70,29,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
12,6,21,14,29,48,29,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
12,6,22,59,50,68,29,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
12,6,23,77,36,14,29,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
12,6,24,41,20,39,29,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
12,7,25,47,11,36,29,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
12,7,26,20,17,24,29,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
12,7,27,61,70,63,29,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
12,7,28,28,18,18,29,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
12,8,29,60,24,11,29,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
12,8,30,24,22,27,29,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
12,8,31,49,18,34,29,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
12,8,32,27,69,69,29,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
12,9,33,20,11,32,29,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
12,9,34,41,57,21,29,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
12,9,35,30,30,36,29,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
12,9,36,29,18,40,29,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
12,10,37,39,20,18,29,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
12,10,38,56,69,41,29,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
12,10,39,58,66,73,29,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
12,10,40,11,38,20,29,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
12,11,41,71,62,64,29,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
12,11,42,20,54,23,29,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
12,11,43,62,66,17,29,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
12,11,44,30,29,33,29,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
12,12,45,41,49,42,29,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
12,12,46,21,13,7,29,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
12,12,47,21,68,61,29,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
12,12,48,38,34,59,29,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
12,13,49,30,75,40,29,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
12,13,50,40,24,51,29,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
12,13,51,29,55,44,29,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
12,13,52,18,81,57,29,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
12,14,53,40,21,49,29,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
12,14,54,9,39,33,29,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
12,14,55,59,39,48,29,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
12,14,56,37,13,50,29,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
12,15,57,74,40,44,29,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
12,15,58,20,28,27,29,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
12,15,59,20,29,69,29,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
12,15,60,62,37,14,29,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
12,16,61,30,74,65,29,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
12,16,62,42,60,33,29,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
12,16,63,40,25,47,29,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
12,16,64,19,86,29,29,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
13,1,1,0,35,30,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
13,1,2,0,90,40,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
13,1,3,0,70,80,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
13,1,4,0,0,0,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
13,2,5,20,80,0,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
13,2,6,0,0,0,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
13,2,7,0,20,20,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
13,2,8,0,50,10,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
13,3,9,0,15,0,23,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
13,3,10,0,20,0,23,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
13,3,11,0,10,0,23,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
13,3,12,10,5,0,23,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
13,4,13,15,75,20,23,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
13,4,14,0,5,25,23,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
13,4,15,10,10,10,23,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
13,4,16,0,80,30,23,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
13,5,17,0,30,80,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
13,5,18,10,10,20,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
13,5,19,0,10,40,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
13,5,20,0,15,35,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
13,6,21,0,50,50,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
13,6,22,0,30,30,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
13,6,23,0,59,25,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
13,6,24,10,55,10,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
13,7,25,5,30,60,23,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
13,7,26,0,0,15,23,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
13,7,27,6,70,70,23,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
13,7,28,0,10,5,23,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
13,8,29,0,5,20,23,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
13,8,30,0,0,0,23,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
13,8,31,0,40,10,23,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
13,8,32,0,50,60,23,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
13,9,33,60,10,10,23,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
13,9,34,60,0,0,23,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
13,9,35,0,20,0,23,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
13,9,36,0,0,0,23,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
13,10,37,30,90,50,23,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
13,10,38,20,20,20,23,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
13,10,39,0,10,30,23,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
13,10,40,0,15,10,23,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
13,11,41,70,20,20,23,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
13,11,42,40,20,30,23,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
13,11,43,0,10,0,23,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
13,11,44,0,0,0,23,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
13,12,45,30,30,30,23,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
13,12,46,50,0,10,23,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
13,12,47,0,20,0,23,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
13,12,48,0,20,0,23,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
13,13,49,5,60,50,23,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
13,13,50,0,20,0,23,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
13,13,51,0,10,20,23,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
13,13,52,0,10,0,23,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
13,14,53,0,30,50,23,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
13,14,54,0,5,10,23,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
13,14,55,20,70,0,23,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
13,14,56,15,30,5,23,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
13,15,57,10,0,0,23,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
13,15,58,10,0,0,23,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
13,15,59,0,90,60,23,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
13,15,60,0,5,0,23,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
13,16,61,0,5,0,23,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
13,16,62,0,0,20,23,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
13,16,63,0,10,15,23,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
13,16,64,10,80,50,23,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
14,1,1,48,20,4,22,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
14,1,2,26,76,31,22,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
14,1,3,13,100,91,22,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
14,1,4,4,3,28,22,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
14,2,5,44,64,11,22,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
14,2,6,5,1,87,22,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
14,2,7,76,83,73,22,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
14,2,8,37,3,19,22,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
14,3,9,23,36,67,22,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
14,3,10,84,33,11,22,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
14,3,11,99,11,22,22,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
14,3,12,15,19,71,22,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
14,4,13,12,22,80,22,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
14,4,14,34,2,70,22,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
14,4,15,25,30,75,22,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
14,4,16,65,19,60,22,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
14,5,17,25,75,21,22,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
14,5,18,19,0,71,22,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
14,5,19,21,23,29,22,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
14,5,20,37,77,54,22,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
14,6,21,21,59,75,22,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
14,6,22,77,60,52,22,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
14,6,23,49,16,24,22,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
14,6,24,21,59,29,22,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
14,7,25,100,40,81,22,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
14,7,26,69,31,17,22,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
14,7,27,41,96,22,22,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
14,7,28,8,76,86,22,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
14,8,29,31,75,6,22,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
14,8,30,17,0,74,22,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
14,8,31,30,47,77,22,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
14,8,32,78,28,77,22,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
14,9,33,5,100,78,22,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
14,9,34,49,24,26,22,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
14,9,35,23,35,16,22,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
14,9,36,86,7,65,22,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
14,10,37,9,9,4,22,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
14,10,38,16,24,13,22,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
14,10,39,7,100,20,22,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
14,10,40,85,75,17,22,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
14,11,41,80,75,5,22,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
14,11,42,2,65,25,22,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
14,11,43,21,18,18,22,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
14,11,44,29,12,78,22,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
14,12,45,30,90,66,22,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
14,12,46,77,69,75,22,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
14,12,47,3,63,14,22,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
14,12,48,71,22,20,22,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
14,13,49,88,28,83,22,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
14,13,50,17,12,17,22,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
14,13,51,12,4,29,22,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
14,13,52,3,26,8,22,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
14,14,53,3,80,77,22,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
14,14,54,34,6,73,22,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
14,14,55,65,14,10,22,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
14,14,56,6,70,85,22,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
14,15,57,40,72,80,22,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
14,15,58,2,10,83,22,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
14,15,59,11,76,74,22,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
14,15,60,44,3,23,22,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
14,16,61,87,22,7,22,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
14,16,62,13,44,65,22,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
14,16,63,72,2,8,22,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
14,16,64,9,5,85,22,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
16,1,1,38,50,30,24,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
16,1,2,56,70,56,24,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
16,1,3,75,90,91,24,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
16,1,4,32,3,31,24,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
16,2,5,36,22,35,24,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
16,2,6,22,30,18,24,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
16,2,7,40,63,47,24,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
16,2,8,26,29,52,24,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
16,3,9,29,64,45,24,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
16,3,10,43,80,45,24,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
16,3,11,36,10,19,24,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
16,3,12,38,30,26,24,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
16,4,13,41,22,14,24,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
16,4,14,34,46,41,24,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
16,4,15,49,16,36,24,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
16,4,16,41,39,31,24,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
16,5,17,23,91,70,24,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
16,5,18,30,13,34,24,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
16,5,19,29,19,31,24,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
16,5,20,34,48,49,24,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
16,6,21,24,69,50,24,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
16,6,22,34,30,47,24,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
16,6,23,37,36,33,24,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
16,6,24,15,43,52,24,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
16,7,25,27,80,30,24,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
16,7,26,22,66,28,24,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
16,7,27,30,70,48,24,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
16,7,28,25,29,45,24,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
16,8,29,28,44,51,24,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
16,8,30,22,16,39,24,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
16,8,31,28,65,41,24,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
16,8,32,28,66,43,24,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
16,9,33,41,8,25,24,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
16,9,34,52,18,19,24,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
16,9,35,8,37,41,24,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
16,9,36,14,27,38,24,Visual,Optimal,Positive,Individual,Tactile,Optimal,Negative,Individual
16,10,37,30,45,24,24,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
16,10,38,29,30,19,24,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
16,10,39,19,58,19,24,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
16,10,40,10,60,50,24,Visual,Suboptimal,Positive,Individual,Tactile,Suboptimal,Negative,Individual
16,11,41,62,19,30,24,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
16,11,42,56,30,33,24,Visual,Optimal,Positive,Social,Visual,Optimal,Negative,Individual
16,11,43,28,14,52,24,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
16,11,44,18,20,55,24,Visual,Optimal,Positive,Social,Visual,Suboptimal,Negative,Individual
16,12,45,12,9,47,24,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
16,12,46,36,45,33,24,Visual,Suboptimal,Positive,Social,Visual,Optimal,Negative,Individual
16,12,47,19,49,25,24,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
16,12,48,23,19,52,24,Visual,Suboptimal,Positive,Social,Visual,Suboptimal,Negative,Individual
16,13,49,35,36,39,24,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
16,13,50,29,19,22,24,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
16,13,51,13,55,20,24,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
16,13,52,26,67,55,24,Visual,Optimal,Negative,Individual,Tactile,Optimal,Negative,Social
16,14,53,32,75,45,24,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
16,14,54,14,32,50,24,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
16,14,55,27,74,21,24,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
16,14,56,27,38,50,24,Visual,Suboptimal,Negative,Individual,Tactile,Suboptimal,Negative,Social
16,15,57,33,19,25,24,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
16,15,58,27,10,33,24,Visual,Optimal,Negative,Social,Visual,Optimal,Negative,Social
16,15,59,11,56,42,24,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
16,15,60,25,19,20,24,Visual,Optimal,Negative,Social,Visual,Suboptimal,Negative,Social
16,16,61,30,21,19,24,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
16,16,62,19,16,31,24,Visual,Suboptimal,Negative,Social,Visual,Optimal,Negative,Social
16,16,63,11,25,33,24,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
16,16,64,33,80,33,24,Visual,Suboptimal,Negative,Social,Visual,Suboptimal,Negative,Social
17,1,1,23,64,30,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
17,1,2,27,80,41,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
17,1,3,70,99,84,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
17,1,4,60,15,80,23,Tactile,Optimal,Positive,Individual,Tactile,Optimal,Positive,Individual
17,2,5,9,30,7,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
17,2,6,5,70,11,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
17,2,7,94,85,95,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
17,2,8,70,70,86,23,Tactile,Suboptimal,Positive,Individual,Tactile,Suboptimal,Positive,Individual
17,3,9,30,75,47,23,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
17,3,10,30,56,50,23,Tactile,Optimal,Positive,Social,Visual,Optimal,Positive,Individual
17,3,11,57,35,65,23,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
17,3,12,85,55,30,23,Tactile,Optimal,Positive,Social,Visual,Suboptimal,Positive,Individual
17,4,13,30,35,60,23,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
17,4,14,30,8,55,23,Tactile,Suboptimal,Positive,Social,Visual,Optimal,Positive,Individual
17,4,15,87,18,19,23,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
17,4,16,89,80,37,23,Tactile,Suboptimal,Positive,Social,Visual,Suboptimal,Positive,Individual
17,5,17,48,100,62,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
17,5,18,39,60,30,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
17,5,19,55,65,80,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
17,5,20,63,45,50,23,Tactile,Optimal,Negative,Individual,Tactile,Optimal,Positive,Social
17,6,21,14,100,20,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
17,6,22,0,76,40,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
17,6,23,96,65,96,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
17,6,24,86,93,65,23,Tactile,Suboptimal,Negative,Individual,Tactile,Suboptimal,Positive,Social
17,7,25,60,30,45,23,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
17,7,26,18,45,59,23,Tactile,Optimal,Negative,Social,Visual,Optimal,Positive,Social
17,7,27,60,80,35,23,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
17,7,28,62,68,19,23,Tactile,Optimal,Negative,Social,Visual,Suboptimal,Positive,Social
17,8,29,41,55,58,23,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
17,8,30,12,4,35,23,Tactile,Suboptimal,Negative,Social,Visual,Optimal,Positive,Social
17,8,31,90,27,30,23,Tactile,Suboptimal,Negative,Social,Visual,Suboptimal,Positive,Social
